index,known_windfarms_index,windfarm_name,vessel_name,cluster_name,latitude,longitude,begin,end,cluster_fpath
0,61,Luchterduinen,245179000-aeolus,cluster-2,52.405141807081804,4.164911682539683,2014-07-22 12:18:00+00:00,2015-06-08 23:09:06+00:00,data/marinetraffic/clustered/245179000-aeolus/cluster-2/245179000-aeolus_cluster-2.csv
1,92,Deutsche Bucht,245179000-aeolus,cluster-10,54.30969162790698,5.794143534883721,2019-06-02 20:07:00+00:00,2019-08-29 04:04:20+00:00,data/marinetraffic/clustered/245179000-aeolus/cluster-10/245179000-aeolus_cluster-10.csv
2,65,Gemini,245179000-aeolus,cluster-6,54.03239179562043,5.8799524934306575,2015-08-17 02:17:54+00:00,2016-08-23 20:12:26+00:00,data/marinetraffic/clustered/245179000-aeolus/cluster-6/245179000-aeolus_cluster-6.csv
3,100,Norther,245179000-aeolus,cluster-9,51.524634852941176,3.009912370098039,2018-08-06 00:22:18+00:00,2019-04-25 14:16:19+00:00,data/marinetraffic/clustered/245179000-aeolus/cluster-9/245179000-aeolus_cluster-9.csv
4,99,Moray East,215644000-blue-tern,cluster-6,58.15919898918664,-2.7033957338975085,2021-05-01 18:16:08+00:00,2021-09-14 17:09:30+00:00,data/marinetraffic/clustered/215644000-blue-tern/cluster-6/215644000-blue-tern_cluster-6.csv
5,31,BARD Oﬀshore I,218389000-thor,cluster-2,54.3391510625,5.988135071666667,2010-06-06 16:14:09+00:00,2013-06-10 16:29:00+00:00,data/marinetraffic/clustered/218389000-thor/cluster-2/218389000-thor_cluster-2.csv
6,47,Global Tech I,218389000-thor,cluster-5,54.48003622119816,6.377868824884793,2013-09-05 19:14:00+00:00,2016-10-31 04:53:44+00:00,data/marinetraffic/clustered/218389000-thor/cluster-5/218389000-thor_cluster-5.csv
7,73,Nobelwind,218657000-vole-au-vent,cluster-5,51.66888570457635,2.811856316266425,2016-03-24 18:09:36+00:00,2016-12-03 10:11:43+00:00,data/marinetraffic/clustered/218657000-vole-au-vent/cluster-5/218657000-vole-au-vent_cluster-5.csv
8,101,Northwester 2,218657000-vole-au-vent,cluster-5,51.66888570457635,2.811856316266425,2016-03-24 18:09:36+00:00,2016-12-03 10:11:43+00:00,data/marinetraffic/clustered/218657000-vole-au-vent/cluster-5/218657000-vole-au-vent_cluster-5.csv
9,56,EnBW Baltic II (MP),218657000-vole-au-vent,cluster-1,54.97279441353383,13.15688964661654,2015-01-17 17:00:00+00:00,2015-06-11 15:12:34+00:00,data/marinetraffic/clustered/218657000-vole-au-vent/cluster-1/218657000-vole-au-vent_cluster-1.csv
10,59,Westermost Rough,219019002-sea-challenger,cluster-2,53.80851086894587,0.1605445998148148,2014-08-08 03:17:00+00:00,2016-07-04 19:02:24+00:00,data/marinetraffic/clustered/219019002-sea-challenger/cluster-2/219019002-sea-challenger_cluster-2.csv
11,84,Arkona,219019002-sea-challenger,cluster-10,54.78368041666667,14.12013025462963,2018-07-02 18:10:53+00:00,2018-10-20 09:11:06+00:00,data/marinetraffic/clustered/219019002-sea-challenger/cluster-10/219019002-sea-challenger_cluster-10.csv
12,93,East Anglia One,219019002-sea-challenger,cluster-12,52.18541188271604,2.503076552469136,2020-01-01 02:18:43+00:00,2020-03-01 19:14:14+00:00,data/marinetraffic/clustered/219019002-sea-challenger/cluster-12/219019002-sea-challenger_cluster-12.csv
13,70,Dudgeon,219019002-sea-challenger,cluster-6,53.261560604651166,1.3804933311627907,2016-08-31 18:03:06+00:00,2017-09-07 01:01:33+00:00,data/marinetraffic/clustered/219019002-sea-challenger/cluster-6/219019002-sea-challenger_cluster-6.csv
14,63,Gode Wind I & II,219019002-sea-challenger,cluster-3,54.04942694200352,6.989922804920915,2015-08-06 06:11:20+00:00,2018-11-14 23:39:22+00:00,data/marinetraffic/clustered/219019002-sea-challenger/cluster-3/219019002-sea-challenger_cluster-3.csv
15,96,Hornsea,219019002-sea-challenger,cluster-8,53.93190450828157,1.7731749849896479,2018-04-26 10:16:31+00:00,2021-11-15 02:24:45+00:00,data/marinetraffic/clustered/219019002-sea-challenger/cluster-8/219019002-sea-challenger_cluster-8.csv
