MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
219019002;55.47638;8.419517;1;60;75;0;2014-05-17 06:11:00
229044000;53.56483;8.5565;0;194;201;5;2014-05-17 06:11:00
229080000;53.56333;8.560333;0;195;304;9;2014-05-17 06:11:00
218389000;54.4;7.700242;1;33;210;6;2014-05-17 06:11:00
253366000;-34.68801;18.93582;116;305;305;0;2014-05-17 06:13:00
245924000;53.9995;6.488167;1;225;106;0;2014-05-17 06:30:00
246777000;53.64145;0.2868517;0;4;245;3;2014-05-17 06:33:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 06:35:00
253366000;-34.60781;18.77325;118;305;305;0;2014-05-17 07:01:00
245924000;53.9995;6.488;2;225;330;0;2014-05-17 07:12:00
229080000;53.56333;8.560333;0;195;258;9;2014-05-17 07:13:00
218389000;54.40009;7.700177;0;33;210;6;2014-05-17 07:14:00
219019002;55.47638;8.419517;1;60;321;0;2014-05-17 07:15:00
246777000;53.64065;0.2880183;1;77;6;3;2014-05-17 07:16:00
229044000;53.56483;8.556334;1;194;142;5;2014-05-17 07:23:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 07:23:00
253366000;-34.50185;18.56681;120;302;298;0;2014-05-17 08:02:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 08:11:00
229044000;53.56483;8.5565;1;194;16;5;2014-05-17 08:11:00
245924000;53.9995;6.488167;1;225;169;0;2014-05-17 08:12:00
246777000;53.64065;0.2880217;0;77;35;5;2014-05-17 08:13:00
229080000;53.56333;8.56033;0;195;165;9;2014-05-17 08:15:00
218389000;54.40009;7.700282;0;33;210;6;2014-05-17 08:17:00
219019002;55.47638;8.419534;1;60;112;0;2014-05-17 08:21:00
253366000;-34.39951;18.36329;121;302;299;0;2014-05-17 09:01:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 09:05:00
219019002;55.47638;8.419517;1;60;323;0;2014-05-17 09:05:00
245924000;53.9995;6.488167;1;225;285;0;2014-05-17 09:16:00
246777000;53.64065;0.2880233;0;77;180;5;2014-05-17 09:18:00
218389000;54.40001;7.700228;0;33;210;6;2014-05-17 09:20:00
218389000;54.40001;7.700228;0;33;210;6;2014-05-17 09:20:00
229080000;53.56333;8.560333;0;195;348;9;2014-05-17 09:21:00
229044000;53.56483;8.556666;0;194;345;5;2014-05-17 09:23:00
246777000;53.64065;0.2880233;0;77;348;5;2014-05-17 10:00:00
253366000;-34.26545;18.20679;112;350;343;0;2014-05-17 10:00:00
245924000;53.9995;6.488167;0;225;113;0;2014-05-17 10:01:00
218389000;54.40005;7.700119;0;33;210;6;2014-05-17 10:02:00
229080000;53.56333;8.560333;0;195;334;9;2014-05-17 10:07:00
219019002;55.47638;8.419534;0;60;129;0;2014-05-17 10:09:00
229044000;53.56483;8.5565;1;194;115;5;2014-05-17 10:14:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 10:17:00
253366000;-34.08906;18.14895;100;347;345;0;2014-05-17 11:00:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 11:05:00
218389000;54.4;7.700253;0;33;210;6;2014-05-17 11:05:00
229044000;53.56483;8.556666;1;195;343;5;2014-05-17 11:05:00
245924000;53.9995;6.488167;0;225;191;0;2014-05-17 11:06:00
246777000;53.64065;0.2880233;0;77;8;5;2014-05-17 11:08:00
219019002;55.47638;8.419534;2;60;186;0;2014-05-17 11:11:00
229080000;53.56333;8.560333;1;195;195;9;2014-05-17 11:15:00
245924000;53.99017;6.460667;37;249;248;0;2014-05-17 12:02:00
253366000;-33.93342;18.09659;92;349;343;0;2014-05-17 12:02:00
218389000;54.40005;7.700223;0;33;210;6;2014-05-17 12:08:00
246777000;53.64065;0.2880233;0;77;353;5;2014-05-17 12:10:00
229044000;53.56483;8.5565;0;195;163;5;2014-05-17 12:11:00
245179000;53.56317;8.555667;0;194;194;5;2014-05-17 12:17:00
229080000;53.56333;8.560333;0;195;351;9;2014-05-17 12:21:00
219019002;55.47638;8.419517;0;60;136;0;2014-05-17 12:21:00
245924000;54.05667;6.4235;30;163;319;0;2014-05-17 13:00:00
219019002;55.47638;8.419534;2;60;278;0;2014-05-17 13:01:00
253366000;-33.78663;18.04408;95;343;343;0;2014-05-17 13:01:00
245179000;53.56317;8.555667;0;184;184;5;2014-05-17 13:05:00
229080000;53.56333;8.560333;0;195;314;9;2014-05-17 13:06:00
218389000;54.40006;7.700298;0;33;210;6;2014-05-17 13:11:00
246777000;53.64065;0.2880217;0;77;265;5;2014-05-17 13:12:00
229044000;53.56483;8.5565;0;195;259;5;2014-05-17 13:14:00
253366000;-33.63289;17.99288;93;345;345;0;2014-05-17 14:01:00
245179000;53.56433;8.556334;0;15;15;5;2014-05-17 14:05:00
219019002;55.47638;8.4195;1;60;116;0;2014-05-17 14:05:00
245924000;54.069;6.429;1;224;199;0;2014-05-17 14:06:00
218389000;54.39993;7.700325;0;33;210;6;2014-05-17 14:14:00
229080000;53.56333;8.560333;1;195;261;9;2014-05-17 14:14:00
