MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
218389000;54.0772;-3.425642;0;90;350;6;2017-07-03 12:21:23
229080000;53.78383;0.1213333;0;244;188;15;2017-07-03 12:23:08
245179000;54.127;-3.760167;0;318;67;3;2017-07-03 12:29:49
229044000;54.48088;13.58682;0;46;239;15;2017-07-03 12:30:42
219019002;53.268;1.325667;17;257;151;5;2017-07-03 12:31:47
253366000;61.59566;21.47022;0;338;338;6;2017-07-03 12:32:52
219019002;53.26167;1.29;40;221;206;5;2017-07-03 13:00:27
218389000;54.07713;-3.425523;0;90;350;6;2017-07-03 13:03:24
229080000;53.78383;0.1213333;1;244;235;15;2017-07-03 13:05:03
229044000;54.48088;13.58683;0;46;355;15;2017-07-03 13:12:31
245179000;54.127;-3.760167;1;318;136;3;2017-07-03 13:14:50
253366000;61.59557;21.47017;0;339;339;6;2017-07-03 13:15:02
245924000;54.37371;5.433465;72;27;34;0;2017-07-03 13:17:44
219019002;53.29167;1.1725;47;298;297;5;2017-07-03 14:00:26
245179000;54.127;-3.760167;1;318;245;3;2017-07-03 14:00:40
245924000;54.44878;5.520393;75;28;34;0;2017-07-03 14:01:54
253366000;61.5957;21.4703;0;339;339;6;2017-07-03 14:02:02
218389000;54.07714;-3.425433;0;90;350;6;2017-07-03 14:06:24
229080000;53.78383;0.1213333;0;244;268;15;2017-07-03 14:11:54
229044000;54.48088;13.58686;0;46;337;15;2017-07-03 14:16:21
229044000;54.4809;13.5868;0;46;152;15;2017-07-03 15:00:11
219019002;53.32784;1.053167;45;301;302;5;2017-07-03 15:01:06
245924000;54.55102;5.638467;74;25;33;0;2017-07-03 15:01:44
245179000;54.127;-3.760167;0;318;275;3;2017-07-03 15:06:09
218389000;54.07721;-3.425482;0;90;350;6;2017-07-03 15:09:24
253366000;61.5957;21.47022;0;339;339;6;2017-07-03 15:10:01
229080000;53.78383;0.1213333;0;244;105;15;2017-07-03 15:18:03
245179000;54.127;-3.76;6;318;59;3;2017-07-03 16:00:17
219019002;53.36783;0.9273334;55;296;296;5;2017-07-03 16:02:06
229044000;54.48088;13.58685;0;46;342;15;2017-07-03 16:03:00
229080000;53.78383;0.1213333;1;244;41;15;2017-07-03 16:03:54
218389000;54.07716;-3.425432;0;90;350;6;2017-07-03 16:12:24
253366000;61.59566;21.47027;0;339;339;6;2017-07-03 16:17:12
253366000;61.59568;21.47025;0;339;339;6;2017-07-03 17:01:22
219019002;53.4085;0.7848333;58;296;299;5;2017-07-03 17:01:27
229044000;54.48088;13.58684;0;46;328;15;2017-07-03 17:05:11
245179000;54.11683;-3.7635;1;511;50;3;2017-07-03 17:07:19
229080000;53.78383;0.1213333;0;244;160;15;2017-07-03 17:11:34
218389000;54.07719;-3.425568;0;90;350;6;2017-07-03 17:15:25
219019002;53.44733;0.6821667;5;261;282;5;2017-07-03 18:01:37
253366000;61.59568;21.47025;0;339;339;6;2017-07-03 18:04:22
229044000;54.48086;13.58686;1;46;226;15;2017-07-03 18:13:20
245179000;54.11683;-3.7635;0;245;270;3;2017-07-03 18:13:50
229080000;53.78383;0.1213333;1;244;192;15;2017-07-03 18:13:51
218389000;54.07718;-3.42548;0;90;350;6;2017-07-03 18:18:24
245179000;54.11683;-3.763667;1;244;291;3;2017-07-03 19:00:00
218389000;54.0772;-3.425403;0;90;350;6;2017-07-03 19:00:24
219019002;53.45333;0.6701667;7;294;332;5;2017-07-03 19:01:39
253366000;61.59573;21.47028;1;339;159;6;2017-07-03 19:12:02
229080000;53.78383;0.1213333;1;244;6;15;2017-07-03 19:19:25
229044000;54.48089;13.58685;1;46;229;15;2017-07-03 19:20:02
229044000;54.48088;13.58683;0;46;287;15;2017-07-03 20:01:41
219019002;53.45967;0.6468334;66;292;302;0;2017-07-03 20:02:55
229080000;53.78383;0.1215;1;244;339;15;2017-07-03 20:02:56
245179000;54.11683;-3.7635;0;234;59;3;2017-07-03 20:03:21
218389000;54.07718;-3.425495;0;90;350;6;2017-07-03 20:03:24
245924000;55.02301;6.194167;65;30;37;0;2017-07-03 20:08:24
253366000;61.5957;21.47023;0;339;339;6;2017-07-03 20:17:41
219019002;53.48267;0.6005;23;58;29;0;2017-07-03 21:00:14
253366000;61.59568;21.47027;0;339;339;6;2017-07-03 21:02:42
229044000;54.48089;13.58682;1;46;190;15;2017-07-03 21:05:01
218389000;54.07715;-3.425485;0;90;350;6;2017-07-03 21:06:25
245179000;54.11683;-3.7635;1;235;182;3;2017-07-03 21:08:21
229080000;53.78383;0.1213333;1;244;174;15;2017-07-03 21:10:55
219019002;53.5125;0.5366667;7;86;342;3;2017-07-03 22:01:15
253366000;61.5957;21.47028;0;339;339;6;2017-07-03 22:07:12
229044000;54.48086;13.58673;0;46;64;15;2017-07-03 22:08:41
218389000;54.07717;-3.425527;0;90;350;6;2017-07-03 22:09:24
245179000;54.11683;-3.7635;1;235;183;3;2017-07-03 22:11:00
229080000;53.78383;0.1213333;1;244;177;15;2017-07-03 22:17:56
219019002;53.52234;0.5423333;19;39;50;3;2017-07-03 23:01:35
229080000;53.78383;0.1213333;2;244;180;15;2017-07-03 23:05:25
253366000;61.59565;21.47025;0;339;339;6;2017-07-03 23:12:22
218389000;54.07704;-3.425815;0;90;350;6;2017-07-03 23:12:24
