MMSI;LAT;LON;SPEED;HEADING;COURSE;STATUS;TIMESTAMP
229044000;21.95976;118.9872;92;44;42;0;2020-07-09 07:40:35
229080000;51.63766;2.912;0;230;96;15;2020-07-09 07:42:40
245924000;51.96536;4.003078;0;355;62;0;2020-07-09 07:42:42
219019002;51.75822;3.108042;0;158;183;5;2020-07-09 07:53:52
215644000;55.46792;8.432743;0;142;55;5;2020-07-09 07:54:02
245179000;51.71933;2.966333;1;511;306;5;2020-07-09 07:56:48
229044000;21.99943;119.0286;94;45;46;0;2020-07-09 08:02:00
229080000;51.63766;2.912;2;230;71;15;2020-07-09 08:04:31
245924000;51.96535;4.003088;0;355;316;0;2020-07-09 08:05:42
219019002;51.75821;3.108035;0;158;117;5;2020-07-09 08:14:52
215644000;55.46802;8.432981;0;142;55;5;2020-07-09 08:15:02
245179000;51.71933;2.966333;0;202;215;5;2020-07-09 08:17:50
218389000;54.4165;7.486045;49;71;71;0;2020-07-09 08:38:29
253366000;50.01818;-19.16275;109;88;89;0;2020-07-09 08:41:06
215644000;55.46813;8.433168;0;142;245;5;2020-07-09 09:00:02
218389000;54.42442;7.53641;51;72;75;0;2020-07-09 09:00:30
229044000;22.1084;119.1445;94;39;43;0;2020-07-09 09:00:43
245924000;51.96535;4.003095;0;355;134;0;2020-07-09 09:09:32
229080000;51.63766;2.912;1;230;76;15;2020-07-09 09:11:30
219019002;51.7582;3.108033;0;158;42;5;2020-07-09 09:17:55
245179000;51.71933;2.966333;2;202;161;5;2020-07-09 09:23:52
229044000;22.23314;119.2462;93;36;37;0;2020-07-09 10:01:13
218389000;54.44297;7.631072;2;52;287;0;2020-07-09 10:02:31
215644000;55.46817;8.433262;0;142;245;5;2020-07-09 10:03:00
245179000;51.71933;2.966333;2;202;77;5;2020-07-09 10:11:54
245924000;51.96534;4.003142;0;354;188;5;2020-07-09 10:14:51
229080000;51.6375;2.912;1;230;30;15;2020-07-09 10:18:10
219019002;51.75819;3.108045;0;158;84;5;2020-07-09 10:20:56
253366000;50.03;-18.6301;112;87;88;0;2020-07-09 10:34:47
245924000;51.96536;4.00313;0;355;268;5;2020-07-09 11:01:16
229044000;22.36288;119.3477;99;36;39;0;2020-07-09 11:01:22
219019002;51.75819;3.108058;0;158;48;5;2020-07-09 11:02:57
229080000;51.6375;2.911833;1;230;253;15;2020-07-09 11:03:11
218389000;54.443;7.631095;1;51;254;0;2020-07-09 11:04:00
215644000;55.46795;8.432968;0;142;245;5;2020-07-09 11:12:06
245179000;51.71933;2.966333;2;202;111;5;2020-07-09 11:20:53
229044000;22.48205;119.4702;96;42;48;0;2020-07-09 12:01:53
245924000;51.96535;4.003098;0;355;226;5;2020-07-09 12:03:36
219019002;51.7582;3.108037;0;158;244;5;2020-07-09 12:06:00
229080000;51.63766;2.912;0;230;267;15;2020-07-09 12:07:30
245179000;51.71933;2.966333;1;202;29;5;2020-07-09 12:08:55
218389000;54.44267;7.6304;2;246;48;0;2020-07-09 12:11:29
215644000;55.46812;8.433108;0;142;245;5;2020-07-09 12:15:06
215644000;55.468;8.432975;0;142;245;5;2020-07-09 13:00:03
229044000;22.59842;119.5873;96;38;40;0;2020-07-09 13:00:55
218389000;54.44395;7.63649;5;246;67;0;2020-07-09 13:04:00
